date,geo_id,temperature,holiday_flag,competitor_promo
2023-01-01,DMA_001,72.20335701773965,1,0
2023-01-01,DMA_002,76.00795081367649,1,0
2023-01-01,DMA_003,77.30403025732085,1,0
2023-01-01,DMA_004,81.25673636305153,1,0
2023-01-01,DMA_005,78.34251132949616,1,0
2023-01-01,DMA_006,87.49695653226011,1,0
2023-01-01,DMA_007,81.74562246627357,1,0
2023-01-01,DMA_008,81.62209409393326,1,0
2023-01-01,DMA_009,92.40015225792493,1,0
2023-01-01,DMA_010,83.11144931059195,1,0
2023-01-01,DMA_011,85.90613325392893,1,0
2023-01-01,DMA_012,84.01565535579735,1,0
2023-01-01,DMA_013,72.86797854325216,1,0
2023-01-01,DMA_014,85.26109867633637,1,0
2023-01-01,DMA_015,73.16201094411934,1,0
2023-01-01,DMA_016,79.57046035130311,1,0
2023-01-01,DMA_017,80.14031496592199,1,0
2023-01-01,DMA_018,83.16689904596815,1,0
2023-01-01,DMA_019,77.65541125975743,1,0
2023-01-01,DMA_020,83.70337613546852,1,0
2023-01-01,DMA_021,81.74765550174436,1,0
2023-01-01,DMA_022,72.94316157911027,1,0
2023-01-01,DMA_023,78.45222832311828,1,0
2023-01-01,DMA_024,81.57745118781038,1,0
2023-01-01,DMA_025,80.18554619121487,1,1
2023-01-01,DMA_026,90.71274152697715,1,0
2023-01-01,DMA_027,79.17986898296637,1,0
2023-01-01,DMA_028,81.84723964578085,1,0
2023-01-01,DMA_029,72.94540000540327,1,0
2023-01-01,DMA_030,86.36811122252523,1,0
2023-01-01,DMA_031,75.26075621233791,1,0
2023-01-01,DMA_032,73.77240929024818,1,0
2023-01-01,DMA_033,71.1140417670483,1,0
2023-01-01,DMA_034,72.11968611483627,1,0
2023-01-01,DMA_035,79.09418722429422,1,0
2023-01-01,DMA_036,79.17465151775303,1,0
2023-01-01,DMA_037,73.09997410476548,1,0
2023-01-01,DMA_038,88.15020986641733,1,0
2023-01-01,DMA_039,80.0214864201475,1,1
2023-01-01,DMA_040,73.5822899579947,1,1
2023-01-01,DMA_041,74.86099598381068,1,0
2023-01-01,DMA_042,76.96732766873653,1,0
2023-01-01,DMA_043,75.87725011588364,1,0
2023-01-01,DMA_044,78.26460869640312,1,0
2023-01-01,DMA_045,79.03886071377414,1,0
2023-01-01,DMA_046,80.6384596910746,1,0
2023-01-01,DMA_047,78.6223963698384,1,0
2023-01-01,DMA_048,83.06121385449532,1,1
2023-01-01,DMA_049,82.52474673935883,1,0
2023-01-01,DMA_050,86.20199365168958,1,0
2023-01-01,DMA_051,73.18019008805081,1,1
2023-01-01,DMA_052,86.54510066997746,1,0
2023-01-01,DMA_053,88.51800774717924,1,1
2023-01-01,DMA_054,76.55911343062238,1,0
2023-01-01,DMA_055,74.71943202255868,1,0
2023-01-01,DMA_056,84.48295111100798,1,1
2023-01-01,DMA_057,76.99740634507378,1,0
2023-01-01,DMA_058,74.05217704619737,1,0
2023-01-01,DMA_059,74.190751598602,1,0
2023-01-01,DMA_060,80.99909265587534,1,0
2023-01-01,DMA_061,75.07058417567362,1,0
2023-01-01,DMA_062,75.66342699865211,1,1
2023-01-01,DMA_063,72.07576192854992,1,0
2023-01-01,DMA_064,76.8775758808433,1,1
2023-01-01,DMA_065,75.38026225360683,1,0
2023-01-01,DMA_066,80.1698606932746,1,1
2023-01-01,DMA_067,67.42184544226708,1,0
2023-01-01,DMA_068,73.11086567706255,1,0
2023-01-01,DMA_069,74.71371799952057,1,0
2023-01-01,DMA_070,84.73205994419861,1,0
2023-01-01,DMA_071,81.12900306934046,1,0
2023-01-01,DMA_072,85.26409827483303,1,0
2023-01-01,DMA_073,89.46093623390348,1,0
2023-01-01,DMA_074,74.67969766437744,1,0
2023-01-01,DMA_075,90.94360925434532,1,0
2023-01-01,DMA_076,80.56164481914291,1,0
2023-01-01,DMA_077,70.37073006563854,1,1
2023-01-01,DMA_078,83.62508835158093,1,1
2023-01-01,DMA_079,75.06810119570504,1,1
2023-01-01,DMA_080,94.40660551272352,1,0
2023-01-01,DMA_081,72.25477476343025,1,0
2023-01-01,DMA_082,75.3673574388158,1,1
2023-01-01,DMA_083,71.83838143551908,1,0
2023-01-01,DMA_084,78.3502118611276,1,0
2023-01-01,DMA_085,93.6789599582406,1,0
2023-01-01,DMA_086,84.31475033097541,1,0
2023-01-01,DMA_087,80.65286177888173,1,0
2023-01-01,DMA_088,80.28069718402408,1,0
2023-01-01,DMA_089,82.90894736861894,1,0
2023-01-01,DMA_090,75.98431239104325,1,1
2023-01-01,DMA_091,79.0285100886674,1,1
2023-01-01,DMA_092,82.56120904981776,1,0
2023-01-01,DMA_093,83.65937476291415,1,0
2023-01-01,DMA_094,75.87926527163162,1,0
2023-01-01,DMA_095,76.8412360611781,1,0
2023-01-01,DMA_096,82.31154617985396,1,0
2023-01-01,DMA_097,85.36180530777622,1,0
2023-01-01,DMA_098,70.8920114965366,1,0
2023-01-01,DMA_099,80.00534361730104,1,0
2023-01-01,DMA_100,86.6283628663798,1,0
2023-01-01,DMA_101,88.03335973059224,1,0
2023-01-01,DMA_102,74.67321206837448,1,0
2023-01-01,DMA_103,80.4585433390421,1,1
2023-01-01,DMA_104,77.06508017324096,1,1
2023-01-01,DMA_105,83.15271979656747,1,0
2023-01-01,DMA_106,81.41207165168231,1,0
2023-01-01,DMA_107,77.55965865485145,1,0
2023-01-01,DMA_108,79.18252207297094,1,0
2023-01-01,DMA_109,76.39550932271835,1,0
2023-01-01,DMA_110,85.09488091091883,1,0
2023-01-01,DMA_111,75.78006645832744,1,0
2023-01-01,DMA_112,83.43576340486568,1,1
2023-01-01,DMA_113,84.50798645612531,1,0
2023-01-01,DMA_114,75.28488810734878,1,0
2023-01-01,DMA_115,76.46993889709259,1,0
2023-01-01,DMA_116,87.05150391957883,1,0
2023-01-01,DMA_117,82.38123608788597,1,0
2023-01-01,DMA_118,77.8447894829085,1,1
2023-01-01,DMA_119,67.95429332124147,1,1
2023-01-01,DMA_120,78.61907824610782,1,0
2023-01-01,DMA_121,84.82908311250323,1,0
2023-01-01,DMA_122,84.14790476162572,1,0
2023-01-01,DMA_123,83.03697311138636,1,0
2023-01-01,DMA_124,82.43081012113109,1,0
2023-01-01,DMA_125,90.27583670621482,1,0
2023-01-01,DMA_126,82.97014371835654,1,0
2023-01-01,DMA_127,85.60336964255858,1,0
2023-01-01,DMA_128,83.25432863698762,1,0
2023-01-01,DMA_129,74.24373793949775,1,0
2023-01-01,DMA_130,76.7782427987216,1,0
2023-01-01,DMA_131,90.62562451568147,1,0
2023-01-01,DMA_132,81.05135488021104,1,0
2023-01-01,DMA_133,92.53002061452867,1,0
2023-01-01,DMA_134,84.89827857892475,1,0
2023-01-01,DMA_135,80.86999062057967,1,0
2023-01-01,DMA_136,78.9113006933003,1,0
2023-01-01,DMA_137,84.9575770384972,1,0
2023-01-01,DMA_138,90.90711643256846,1,0
2023-01-01,DMA_139,76.49928247896936,1,0
2023-01-01,DMA_140,81.25401333012326,1,0
2023-01-01,DMA_141,79.34228677873476,1,0
2023-01-01,DMA_142,90.69132483413811,1,1
2023-01-01,DMA_143,87.63967212857158,1,0
2023-01-01,DMA_144,83.43417607483796,1,1
2023-01-01,DMA_145,76.77559864339887,1,0
2023-01-01,DMA_146,69.02697996896853,1,0
2023-01-01,DMA_147,82.00496998413198,1,0
2023-01-01,DMA_148,76.85402968534238,1,0
2023-01-01,DMA_149,81.05566084365199,1,0
2023-01-01,DMA_150,80.17022054675476,1,1
2023-01-08,DMA_001,75.09899417424016,1,0
2023-01-08,DMA_002,77.44547327624625,1,0
2023-01-08,DMA_003,82.58427521863878,1,0
2023-01-08,DMA_004,91.15789528996504,1,0
2023-01-08,DMA_005,78.2048864349575,1,0
2023-01-08,DMA_006,81.19504765413066,1,1
2023-01-08,DMA_007,74.62549306955827,1,0
2023-01-08,DMA_008,74.43318666394958,1,1
2023-01-08,DMA_009,76.06419628692144,1,0
2023-01-08,DMA_010,76.61750265814368,1,0
2023-01-08,DMA_011,75.39773496191215,1,0
2023-01-08,DMA_012,77.67343684615457,1,0
2023-01-08,DMA_013,87.24833110817433,1,1
2023-01-08,DMA_014,83.30737916978471,1,0
2023-01-08,DMA_015,80.08524787889027,1,0
2023-01-08,DMA_016,81.3529518227781,1,0
2023-01-08,DMA_017,83.4025118489377,1,0
2023-01-08,DMA_018,77.54074794975502,1,0
2023-01-08,DMA_019,90.38908543567945,1,0
2023-01-08,DMA_020,80.84763310762868,1,0
2023-01-08,DMA_021,79.11112446559234,1,0
2023-01-08,DMA_022,79.69363169698619,1,0
2023-01-08,DMA_023,72.5906820787237,1,0
2023-01-08,DMA_024,85.29461877705712,1,0
2023-01-08,DMA_025,72.77437615540957,1,1
2023-01-08,DMA_026,84.75268063126722,1,0
2023-01-08,DMA_027,79.1646605953098,1,0
2023-01-08,DMA_028,93.76803656038055,1,0
2023-01-08,DMA_029,80.31701503848777,1,0
2023-01-08,DMA_030,72.58920003655258,1,0
2023-01-08,DMA_031,81.0712472798489,1,0
2023-01-08,DMA_032,80.32374485416345,1,0
2023-01-08,DMA_033,78.98640057637233,1,0
2023-01-08,DMA_034,76.08119833794488,1,0
2023-01-08,DMA_035,82.57967008388201,1,0
2023-01-08,DMA_036,76.71719791922345,1,0
2023-01-08,DMA_037,76.01086311589144,1,0
2023-01-08,DMA_038,80.50409474419139,1,0
2023-01-08,DMA_039,88.72846946276339,1,1
2023-01-08,DMA_040,66.6520674728844,1,0
2023-01-08,DMA_041,72.78095696596932,1,0
2023-01-08,DMA_042,73.62222598947243,1,0
2023-01-08,DMA_043,73.94699689141113,1,0
2023-01-08,DMA_044,83.74314548221507,1,0
2023-01-08,DMA_045,80.97001495502992,1,0
2023-01-08,DMA_046,88.00221652500252,1,0
2023-01-08,DMA_047,77.63342392428005,1,0
2023-01-08,DMA_048,83.14255085364199,1,0
2023-01-08,DMA_049,83.04375704486999,1,0
2023-01-08,DMA_050,74.17757849258122,1,0
